module_path,directory,vscode_only,parity_exempt,engine_gap,core_has,match_kind,vscode_imports_vscode,test_count,core_match
test-run-playbook/types.ts,test-run-playbook,false,false,false,true,exact,false,0,test-run-playbook/types.ts
uniappPackagePins.ts,(root),false,false,false,true,exact,false,0,uniappPackagePins.ts
validation/DecisionStageValidator.ts,validation,false,false,false,true,exact,false,0,validation/DecisionStageValidator.ts
validation/DependsOnValidator.ts,validation,false,false,false,true,exact,false,0,validation/DependsOnValidator.ts
validation/ToolConfigValidator.ts,validation,false,false,false,true,exact,false,0,validation/ToolConfigValidator.ts
validation/tool-config/codeRunner.ts,validation/tool-config,false,false,false,true,exact,false,0,validation/tool-config/codeRunner.ts
validation/tool-config/common.ts,validation/tool-config,false,false,false,true,exact,false,0,validation/tool-config/common.ts
validation/tool-config/fileIo.ts,validation/tool-config,false,false,false,true,exact,false,0,validation/tool-config/fileIo.ts
validation/tool-config/index.ts,validation/tool-config,false,false,false,true,exact,false,2,validation/tool-config/index.ts
workflow-self-heal/SelfHealStageFactory.ts,workflow-self-heal,false,false,false,true,exact,false,0,workflow-self-heal/SelfHealStageFactory.ts
workflow-self-heal/injectSelfHealStages.ts,workflow-self-heal,false,false,false,true,exact,false,0,workflow-self-heal/injectSelfHealStages.ts
workflow-self-heal/pythonVenvChain.ts,workflow-self-heal,false,false,false,true,exact,false,0,workflow-self-heal/pythonVenvChain.ts
workflow-templates/uniapp-minimal-template.ts,workflow-templates,false,false,false,true,exact,false,0,workflow-templates/uniapp-minimal-template.ts
workflow-templates/web-minimal-template.ts,workflow-templates,false,false,false,true,exact,false,0,workflow-templates/web-minimal-template.ts
workflow-types/MessageTypes.ts,workflow-types,false,false,false,true,exact,false,0,workflow-types/MessageTypes.ts
workflow-types/RuntimeTypes.ts,workflow-types,false,false,false,true,exact,false,0,workflow-types/RuntimeTypes.ts
workflow-types/StageTypes.ts,workflow-types,false,false,false,true,exact,false,0,workflow-types/StageTypes.ts
workflow-types/WorkflowMetaTypes.ts,workflow-types,false,false,false,true,exact,false,0,workflow-types/WorkflowMetaTypes.ts
workflow-types/index.ts,workflow-types,false,false,false,true,exact,false,2,workflow-types/index.ts
workflow/CodeRunnerCommandSemantics.ts,workflow,false,false,false,true,exact,false,0,workflow/CodeRunnerCommandSemantics.ts
workflow/ComplexityEstimatorConstants.ts,workflow,false,false,false,true,exact,false,0,workflow/ComplexityEstimatorConstants.ts
workflow/DecisionContentLimits.ts,workflow,false,false,false,true,exact,false,0,workflow/DecisionContentLimits.ts
workflow/DecisionStageShape.ts,workflow,false,false,false,true,exact,false,0,workflow/DecisionStageShape.ts
workflow/EntryScriptHeuristics.ts,workflow,false,false,false,true,exact,false,0,workflow/EntryScriptHeuristics.ts
workflow/FrontendMessageTypes.ts,workflow,false,false,false,true,exact,false,0,workflow/FrontendMessageTypes.ts
workflow/GlobalArchitectureThresholds.ts,workflow,false,false,false,true,exact,false,0,workflow/GlobalArchitectureThresholds.ts
workflow/MultiModuleUserInputHints.ts,workflow,false,false,false,true,exact,false,0,workflow/MultiModuleUserInputHints.ts
workflow/OutputLengthThresholds.ts,workflow,false,false,false,true,exact,false,0,workflow/OutputLengthThresholds.ts
workflow/ScorerPenaltyCaps.ts,workflow,false,false,false,true,exact,false,0,workflow/ScorerPenaltyCaps.ts
workflow/SidebarMessageTypes.ts,workflow,false,false,false,true,exact,false,0,workflow/SidebarMessageTypes.ts
workflow/StageIdPatterns.ts,workflow,false,false,false,true,exact,false,0,workflow/StageIdPatterns.ts
workflow/StageInputSources.ts,workflow,false,false,false,true,exact,false,0,workflow/StageInputSources.ts
workflow/StageKindCounts.ts,workflow,false,false,false,true,exact,false,0,workflow/StageKindCounts.ts
workflow/StageToolConfigAccess.ts,workflow,false,false,false,true,exact,false,0,workflow/StageToolConfigAccess.ts
workflow/StageToolKinds.ts,workflow,false,false,false,true,exact,false,0,workflow/StageToolKinds.ts
workflow/TaskType.ts,workflow,false,false,false,true,exact,false,0,workflow/TaskType.ts
workflow/WorkflowLevelIds.ts,workflow,false,false,false,true,exact,false,0,workflow/WorkflowLevelIds.ts
workflow/WorkflowLimits.ts,workflow,false,false,false,true,exact,false,0,workflow/WorkflowLimits.ts
workflow/WorkflowStageBudget.ts,workflow,false,false,false,true,exact,false,0,workflow/WorkflowStageBudget.ts
workflow/globalArchitecturePolicy.ts,workflow,false,false,false,true,exact,false,0,workflow/globalArchitecturePolicy.ts
workflow/resolveReadablePath.ts,workflow,false,false,false,true,exact,false,0,workflow/resolveReadablePath.ts
workflow/stageArtifactPaths.ts,workflow,false,false,false,true,exact,false,0,workflow/stageArtifactPaths.ts
workflow/stageClassification.ts,workflow,false,false,false,true,exact,false,0,workflow/stageClassification.ts
workspace/WorkspaceRootFilenames.ts,workspace,false,false,false,true,exact,false,0,workspace/WorkspaceRootFilenames.ts
workspace/WorkspaceSkipDirs.ts,workspace,false,false,false,true,exact,false,0,workspace/WorkspaceSkipDirs.ts
workspace/listSourceFiles.ts,workspace,false,false,false,true,exact,false,0,workspace/listSourceFiles.ts
